Unnamed: 0,title,year,synopsis,critic_score,people_score,consensus,total_reviews,total_ratings,type,rating,genre,original_language,director,producer,writer,release_date_(theaters),release_date_(streaming),box_office_(gross_usa),runtime,production_co,sound_mix,aspect_ratio,view_the_collection,crew,link,director_count,producer_count,writer_count,production_co_count,runtime_minutes,box_office_(gross_usa) in millions
170,Bambi,1942,"In a classic Disney animation, a fawn named Bambi joins his new friends, a young rabbit named Thumper and a skunk kit named Flower in happily exploring the woods. Bambi is captivated with a young doe named Faline, and he learns from his doting mother and his father -- the Great Prince of the Forest -- that besides the delights of the forest, there is danger in open meadows where hunters can see them. Though fear and tragedy touch Bambi's life, another spring brings renewal.",90,73.0,"Elegantly animated and deeply touching, Bambi is an enduring, endearing, and moving Disney classic.",52,"250,000+",Animation,G,"fantasy, kids and family, animation",English,David Hand,Walt Disney,Larry Morey,,42878.0,$38.1M,1h 10m,,Stereo,,,"Hardie Albright, Stan Alexander, Peter Behn, Donnie Dunagan, Ann Gillis, Sterling Holloway, Cammie King, Fred Shields, Bobby Stewart, David Hand, Larry Morey, Walt Disney",http://www.rottentomatoes.com/m/bambi,1,1,1,1,70,38.1
171,Arthur Christmas,2011,"Everyone knows that, each Christmas, Santa Claus delivers presents to every last child on Earth. What everyone doesn't know is that Santa accomplishes the feat with a very high-tech operation beneath the North Pole. But when the unthinkable happens, and Santa misses one child out of hundreds of millions, someone has to save the day. It's up to Arthur (James McAvoy), Santa's youngest son, to deliver a present to the forgotten tyke before Christmas morning dawns.",92,76.0,"Aardman Animations broadens their humor a bit for Arthur Christmas, a clever and earnest holiday film with surprising emotional strength.",169,"10,000+",Animation,PG,"kids and family, comedy, animation, other",English,Sarah Smith,"Peter Lord, David Sproxton, Carla Shelley, Steve Pegram","Peter Baynham, Sarah Smith","Nov 23, 2011 wide",41800.0,$46.4M,1h 40m,"Aardman Animations, Sony Pictures Animation","SDDS, Dolby Digital",,,"James McAvoy, Hugh Laurie, Bill Nighy, Jim Broadbent, Imelda Staunton, Marc Wootton, Laura Linney, Eva Longoria, Ramona Marquez, Peter Baynham, Peter Lord, David Sproxton, Carla Shelley, Steve Pegram, John Carnochan, Harry Gregson-Williams",http://www.rottentomatoes.com/m/arthur_christmas,1,4,2,2,100,46.4
172,Antz,1998,"Z the worker ant (Woody Allen) strives to reconcile his own individuality with the communal work-ethic of the ant colony. He falls in love with ant-Princess Bala (Sharon Stone), Z strives to make social inroads, and then must save the ant colony from the treacherous scheming of the evil General Mandible (Gene Hackman) that threaten to wipe out the entire worker population.",92,52.0,"Featuring a stellar voice cast, technically dazzling animation, and loads of good humor, Antz should delight both children and adults.",93,"250,000+",Animation,PG,"adventure, fantasy, animation, comedy, kids and family, romance",English,"Eric Darnell, Tim Johnson",Brad Lewis,"Todd Alcott, Chris Weitz, Paul Weitz","Oct 2, 1998 wide",42333.0,$90.7M,1h 27m,"DreamWorks SKG, Pacific Data Images (PDI)","Surround, Dolby SR, Dolby Digital, DTS, SDDS",Flat (1.85:1),,"Woody Allen, Sharon Stone, Gene Hackman, Sylvester Stallone, Christopher Walken, Danny Glover, Dan Aykroyd, Jane Curtin, Anne Bancroft, Jennifer Lopez, Eric Darnell, Chris Weitz, Paul Weitz, Penney Finkelman Cox, Brad Lewis, Sandra Rabins, Carl Rosendahl, Steven Spielberg",http://www.rottentomatoes.com/m/antz,2,1,3,2,87,90.7
173,The LEGO Movie 2: The Second Part,2019,"The citizens of Bricksburg face a dangerous new threat when LEGO DUPLO invaders from outer space start to wreck everything in their path. The battle to defeat the enemy and restore harmony to the LEGO universe takes Emmet, Lucy, Batman and the rest of their friends to faraway, unexplored worlds that test their courage and creativity.",84,68.0,"While it isn't quite as much fun as its predecessor, The LEGO Movie 2: The Second Part fits neatly into an animated all-ages franchise with heart and humor to spare.",297,"25,000+",Animation,PG,"comedy, animation, action, kids and family, adventure",English,Mike Mitchell,"Dan Lin, Phil Lord, Christopher Miller, Roy Lee, Jinko Gotoh","Phil Lord, Christopher Miller","Feb 8, 2019 wide",43571.0,$105.8M,1h 47m,"Rideback, Vertigo Entertainment, Lord Miller","DTS, Dolby Digital, Dolby Atmos",Scope (2.35:1),,"Chris Pratt, Elizabeth Banks, Will Arnett, Tiffany Haddish, Stephanie Beatriz, Alison Brie, Nick Offerman, Charlie Day, Maya Rudolph, Will Ferrell, Mike Mitchell, Phil Lord, Christopher Miller, Dan Lin, Phil Lord, Christopher Miller, Roy Lee, Jinko Gotoh, Jill Wilfert, Keith Malone",http://www.rottentomatoes.com/m/the_lego_movie_2_the_second_part,1,5,2,3,107,105.8
174,A Bug's Life,1998,"Flik (Dave Foley) is an inventive ant who's always messing things up for his colony. His latest mishap was destroying the food stores that were supposed to be used to pay off grasshopper Hopper (Kevin Spacey). Now the strong-arming insect is demanding that the ants gather double the food -- or face annihilation. To avert disaster, Flik goes on a journey to recruit fighters to defend the colony. When he meets a band of high-flying circus insects, he thinks he's found his salvation.",92,73.0,A Bug's Life is a rousing adventure that blends animated thrills with witty dialogue and memorable characters - and another smashing early success for Pixar.,88,"250,000+",Animation,G,"kids and family, comedy, adventure, animation",English,"John Lasseter, Andrew Stanton",,"Don McEnery, Bob Shaw",,42331.0,$162.8M,1h 36m,"Walt Disney Pictures, Pixar Animation Studios","SDDS, Dolby Digital, DTS, Surround",,Pixar,"Dave Foley, Kevin Spacey, Julia Louis-Dreyfus, Hayden Panettiere, Richard Kind, David Hyde Pierce, Joe Ranft, Denis Leary, Jonathan Harris, John Lasseter, Andrew Stanton, John Lasseter, Andrew Stanton, Joe Ranft, Don McEnery, Geefwee Boedoe, Jorgen Klubien",http://www.rottentomatoes.com/m/bugs_life,2,1,2,2,96,162.8
176,Ponyo,2008,"During a forbidden excursion to see the surface world, a goldfish princess encounters a human boy named Sosuke, who gives her the name Ponyo. Ponyo longs to become human, and as her friendship with Sosuke grows, she becomes more humanlike. Ponyo's father brings her back to their ocean kingdom, but so strong is Ponyo's wish to live on the surface that she breaks free, and in the process, spills a collection of magical elixirs that endanger Sosuke's village.",91,83.0,"While not Miyazaki's best film, Ponyo is a visually stunning fairy tale that's a sweetly poetic treat for children of all ages.",172,"50,000+",Animation,G,"adventure, fantasy, anime",Japanese,Hayao Miyazaki,Toshio Suzuki,,"Aug 14, 2009 wide",43815.0,$15.1M,1h 40m,"Studio Ghibli, Walt Disney Studios","Dolby Digital Surround EX, Dolby Digital",Flat (1.85:1),,"Cate Blanchett, Matt Damon, Liam Neeson, Tina Fey, Noah Cyrus, Frankie Jonas, Cloris Leachman, Lily Tomlin, Betty White, Kurt Knutsson, Hayao Miyazaki, John Lasseter, Brad Lewis, Peter Sohn, Toshio Suzuki, Kathleen Kennedy, Frank Marshall, Steve Alpert, John Lasseter, Hayao Miyazaki",http://www.rottentomatoes.com/m/ponyo,1,1,1,2,100,15.1
178,Teen Titans GO! to the Movies,2018,"It seems that all the major superheroes out there are starring in their own movies -- all but the Teen Titans. Robin is bound and determined to remedy that situation by becoming a star instead of a sidekick. With a few madcap ideas and a song in their hearts, the Teen Titans head to Hollywood to fulfill their dreams. Things soon go awry, however, when a supervillain plans to take over the planet -- putting the very fate of the young heroes on the line.",91,71.0,Teen Titans Go! To the Movies distills the enduring appeal of its colorful characters into a charmingly light-hearted adventure whose wacky humor fuels its infectious fun -- and belies a surprising level of intelligence.,132,"2,500+",Animation,PG,"action, adventure, comedy, kids and family, animation",English,"Peter Rida Michail, Aaron Horvath","Aaron Horvath, Michael Jelenic, Peggy Regan, Peter Rida Michail, Will Arnett","Michael Jelenic, Aaron Horvath","Jul 27, 2018 wide",43382.0,$29.6M,1h 27m,"Warner Bros. Animation, DC Entertainment","Dolby Atmos, Dolby Digital, DTS, SDDS",Flat (1.85:1),,"Greg Cipes, Scott Menville, Khary Payton, Tara Strong, Hynden Walch, Will Arnett, Kristen Bell, Eric Bauza, Michael Bolton, Nicolas Cage, Peter Rida Michail, Aaron Horvath, Michael Jelenic, Aaron Horvath, Aaron Horvath, Michael Jelenic, Peggy Regan, Peter Rida Michail, Will Arnett, Sam Register",http://www.rottentomatoes.com/m/teen_titans_go_to_the_movies,2,5,2,2,87,29.6
179,Bolt,2008,"The days of canine superstar Bolt (John Travolta) are filled with danger and intrigue ... until the cameras stop rolling. But Bolt doesn't know that he's on a TV show; he thinks his amazing powers are real. When Bolt is accidentally shipped from his Hollywood soundstage to the mean streets of New York, he begins his most-amazing adventure: Armed only with his delusions and accompanied by a cat and a hamster, he sets out to to find his owner, Penny (Miley Cyrus).",89,74.0,Bolt is a pleasant animated comedy that overcomes the story's familiarity with strong visuals and likable characters.,189,"250,000+",Animation,PG,"adventure, animation, comedy, kids and family",English,"Chris Williams, Byron Howard",Clark Spencer,"Dan Fogelman, Chris Williams","Nov 21, 2008 wide",42331.0,$114.1M,1h 36m,"Walt Disney Pictures, Walt Disney Animation",SDDS,Flat (1.85:1),,"John Travolta, Miley Cyrus, Susie Essman, Mark Walton, Malcolm McDowell, James Lipton, Greg Germann, Diedrich Bader, Byron Howard, Clark Spencer, John Lasseter, Dan Fogelman, Tim Mertens, Paul Felix",http://www.rottentomatoes.com/m/bolt,2,1,2,2,96,114.1
180,Tangled,2010,"When the kingdom's most-wanted bandit, Flynn Rider (Zachary Levi), hides in a convenient tower, he immediately becomes a captive of Rapunzel (Mandy Moore), the spire's longtime resident. Crowned with 70 feet of magical golden hair, she has been locked away for years and desperately wants freedom. The feisty teenager strikes a deal with Flynn, and together they begin a whirlwind adventure.",89,87.0,"While far from Disney's greatest film, Tangled is a visually stunning, thoroughly entertaining addition to the studio's classic animated canon.",227,"100,000+",Animation,PG,"musical, comedy, fantasy, animation, kids and family, adventure",English,"Nathan Greno, Byron Howard",Roy Conli,Dan Fogelman,"Nov 24, 2010 wide",42330.0,$200.8M,1h 41m,Walt Disney Animation,"Dolby Digital, DTS, SDDS",,,"Mandy Moore, Zachary Levi, Donna Murphy, Ron Perlman, M.C. Gainey, Jeffrey Tambor, Brad Garrett, Paul F. Tompkins, Richard Kiel, Nathan Greno, Byron Howard, Dan Fogelman, Roy Conli, John Lasseter, Glen Keane, Alan Menken, Glenn Slater",http://www.rottentomatoes.com/m/tangled,2,1,1,1,101,200.8
181,Shrek 2,2004,"After returning from their honeymoon and showing home movies to their friends, Shrek and Fiona learn that her parents have heard that she has married her true love and wish to invite him to their kingdom, called Far Far Away. The catch is: Fiona's parents are unaware of the curse that struck their daughter and have assumed she married Prince Charming, not a 700-pound ogre with horrible hygiene and a talking donkey pal.",89,69.0,"It may not be as fresh as the original, but topical humor and colorful secondary characters make Shrek 2 a winner in its own right.",237,"250,000+",Animation,PG,"kids and family, comedy, fantasy, animation",English,Andrew Adamson,"Jeffrey Katzenberg, Aron Warner","J. David Stem, Joe Stillman, David N. Weiss","May 19, 2004 wide",42333.0,$436.5M,1h 32m,"DreamWorks SKG, Pacific Data Images (PDI)","Surround, Dolby SRD, DTS, SDDS",Flat (1.85:1),,"Mike Myers, Eddie Murphy, Cameron Diaz, Julie Andrews, Antonio Banderas, John Cleese, Rupert Everett, Jennifer Saunders, Larry King, Conrad Vernon, Andrew Adamson, Jeffrey Katzenberg, Aron Warner, William Steig, J. David Stem, Joe Stillman, David N. Weiss, Harry Gregson-Williams",http://www.rottentomatoes.com/m/shrek_2,1,2,3,2,92,436.5
184,James and the Giant Peach,1996,"Featuring stop-motion animation and live action, this inventive adaptation of Roald Dahl's beloved children's tale follows the adventures of James (Paul Terry), an orphaned young British boy. Forced to live with his cruel aunts (Joanna Lumley, Miriam Margolyes), James finds a way out of his bleak existence when he discovers an enormous enchanted peach. After rolling into the sea inside the buoyant fruit, James, accompanied by a crew of friendly talking insects, sets sail for New York City.",91,66.0,"The arresting and dynamic visuals, offbeat details and light-as-air storytelling make James and the Giant Peach solid family entertainment.",74,"250,000+",Animation,PG,"kids and family, animation, fantasy",English,Henry Selick,"Tim Burton, Denise Di Novi","Karey Kirkpatrick, Jonathan Roberts, Steve Bloom",,42351.0,$28.9M,1h 20m,"Walt Disney Pictures, Skellington Productions",Surround,,,"Paul Terry, Joanna Lumley, Miriam Margolyes, Pete Postlethwaite, Simon Callow, Richard Dreyfuss, Jane Leeves, Susan Sarandon, David Thewlis, J. Stephen Coyle, Henry Selick, Roald Dahl, Karey Kirkpatrick, Jonathan Roberts, Steve Bloom, Jake Eberts, Tim Burton, Denise Di Novi, Randy Newman",http://www.rottentomatoes.com/m/james_and_the_giant_peach,1,2,3,2,80,28.9
186,Shrek,2001,"Once upon a time, in a far away swamp, there lived an ogre named Shrek (Mike Myers) whose precious solitude is suddenly shattered by an invasion of annoying fairy tale characters. They were all banished from their kingdom by the evil Lord Farquaad (John Lithgow). Determined to save their home -- not to mention his -- Shrek cuts a deal with Farquaad and sets out to rescue Princess Fiona (Cameron Diaz) to be Farquaad's bride. Rescuing the Princess may be small compared to her deep, dark secret.",88,90.0,"While simultaneously embracing and subverting fairy tales, the irreverent Shrek also manages to tweak Disney's nose, provide a moral message to children, and offer viewers a funny, fast-paced ride.",206,"250,000+",Animation,PG,"kids and family, comedy, fantasy, animation",English,"Andrew Adamson, Vicky Jenson","Aron Warner, John H. Williams, Jeffrey Katzenberg","Ted Elliott, Terry Rossio","May 18, 2001 wide",42333.0,$267.7M,1h 29m,"DreamWorks SKG, Pacific Data Images (PDI)","Dolby SR, DTS, Dolby Stereo, Surround, SDDS, Dolby A, Dolby Digital",Scope (2.35:1),,"Mike Myers, Eddie Murphy, Cameron Diaz, John Lithgow, Peter Dennis, Clive Pearse, Jim Cummings, Bobby Block, Cody Cameron, Andrew Adamson, Vicky Jenson, Aron Warner, John H. Williams, Jeffrey Katzenberg, Penney Finkelman Cox, Sandra Rabins, William Steig, Ted Elliott, Terry Rossio",http://www.rottentomatoes.com/m/shrek,2,3,2,2,89,267.7
187,Missing Link,2019,"Tired of living a solitary life in the Pacific Northwest, Mr. Link -- 8 feet tall and covered in fur -- recruits fearless explorer Sir Lionel Frost to guide him on a journey to find his long-lost relatives in the fabled valley of Shangri-La. Along with adventurer Adelina Fortnight, the trio encounters their fair share of peril as they travel to the far reaches of the world. Through it all, they learn that sometimes one can find a family in the places one least expects.",88,67.0,"Another beautifully animated triumph for Laika, Missing Link is a visual treat with lots of humor, plenty of heart, and even a little food for thought.",171,500+,Animation,PG,"adventure, kids and family, animation, comedy",English,Chris Butler,"Arianne Sutner, Travis Knight",Chris Butler,"Apr 12, 2019 wide",43655.0,$16.6M,1h 34m,"Laika, Annapurna Pictures","Dolby Atmos, Dolby Digital",Scope (2.35:1),,"Hugh Jackman, Zach Galifianakis, Zoe Saldana, David Walliams, Stephen Fry, Matt Lucas, Timothy Olyphant, Amrita Acharia, Ching Valdes-Aran, Emma Thompson, Chris Butler, Chris Butler, Arianne Sutner, Travis Knight, Stephen Perkins, Carter Burwell, Nelson Lowry",http://www.rottentomatoes.com/m/missing_link_2019,1,2,1,2,94,16.6
190,The Simpsons Movie,2007,"The combination of Homer (Dan Castellaneta), his new pet pig, and a leaky silo full of excrement triggers a disaster that threatens not just Springfield but the entire world. An angry mob descends on the Simpson home, splitting the family. With Earth's fate in the balance, Homer sets out on a quest for redemption in order to save the world and earn Marge's (Julie Kavner) forgiveness.",87,77.0,"The Simpsons Movie contains the hearty laughs, biting satire, and honest portrayal of an American family that makes the show so popular. And it boasts slicker animation and polished writing that hearkens back to the show's glory days.",222,"250,000+",Animation,PG-13,"comedy, animation",English,David Silverman,,"James L. Brooks, Matt Groening, Al Jean, Mike Scully, Ian Maxtone-Graham, George Meyer, David Mirkin, Mike Reiss, Matt Selman","Jul 27, 2007 wide",42479.0,$183.1M,1h 26m,Gracie Films,"Dolby SRD, DTS, SDDS",Scope (2.35:1),,"Dan Castellaneta, Julie Kavner, Nancy Cartwright, Yeardley Smith, Hank Azaria, Harry Shearer, Tress MacNeille, Albert Brooks, Karl Wiedergott, David Silverman, James L. Brooks, Matt Groening, Al Jean, Mike Scully, Ian Maxtone-Graham, George Meyer, David Mirkin, Mike Reiss, Matt Selman",http://www.rottentomatoes.com/m/simpsons_movie,1,1,9,1,86,183.1
191,Boy and the World,2013,A boy without a father leaves his village and explores a strange world.,93,76.0,"Boy and the World's distinctive animation is visually thrilling -- and it's backed up with a daring, refreshingly different storyline that should enthrall younger viewers while resonating deeply with adults.",58,"1,000+",Animation,PG,"kids and family, animation, adventure",Portuguese (Brazil),Al̻ Abreu,"Fernanda Carvalho, Tita Tessler",,"Dec 11, 2015 limited",42647.0,$47.6K,1h 20m,Filme de Papel,,,,"Felipe Zilse, Al̻ Abreu, Lu Horta, Marco Aur̩lio Campos, Al̻ Abreu, Ruben Feffer, Gustavo Kurlat, Fernanda Carvalho, Tita Tessler",http://www.rottentomatoes.com/m/boy_and_the_world,1,2,1,1,80,0.0476
192,The Peanuts Movie,2015,"Life always seems complicated for good ol' Charlie Brown (Noah Schnapp), the boy who always tries his best against seemingly impossible odds. When the Little Red-Haired Girl moves into his neighborhood, Charlie Brown develops a crush on her. Meanwhile, his best friend Snoopy embarks on an epic adventure in a fantasy world. As a World War I flying ace, the lovable beagle pursues his nemesis, the Red Baron, while also trying to win the heart of a beautiful poodle named Fifi (Kristin Chenoweth).",87,76.0,The Peanuts Movie offers a colorful gateway into the world of its classic characters and a sweetly nostalgic -- if relatively unambitious -- treat for the adults who grew up with them.,197,"50,000+",Animation,G,"kids and family, comedy, adventure, animation",English,Steve Martino,"Craig Schulz, Bryan Schulz, Cornelius Uliano, Paul Feig, Michael J. Travers","Craig Schulz, Bryan Schulz, Cornelius Uliano","Nov 6, 2015 wide",42412.0,$130.1M,1h 29m,"Blue Sky Studios, Twentieth Century Fox Animation",Dolby Atmos,Flat (1.85:1),,"Noah Schnapp, Hadley Belle Miller, Mariel Sheets, Alex Garfin, Francesca Angelucci Capaldi, Venus Omega Schultheis, Rebecca Bloom, Marleik ""Mar Mar"" Walker, Noah Johnston, Madisyn Shipman, Steve Martino, Craig Schulz, Bryan Schulz, Cornelius Uliano, Craig Schulz, Bryan Schulz, Cornelius Uliano, Paul Feig, Michael J. Travers, Renato Falc̣o",http://www.rottentomatoes.com/m/the_peanuts_movie,1,5,3,2,89,130.1
193,Millennium Actress,2001,"In this animated movie, filmmaker Genya Tachibana begins work on a documentary about famed Japanese actress Chiyoko Fujiwara. Now well into old age, Chiyoko has become reclusive and shy about any publicity, but she eventually warms up to Tachibana and starts to relate her life story. As the decades pass, Chiyoko is transformed from a teen with big dreams into a full-blown celebrity, while her cinematic characters span various eras, from ancient Japan to the distant future.",93,90.0,The story of an aging movie actress' complicated personal saga unfolds in this sophisticated anime film that deftly blurs memory and make-believe into a meditation on the nature of cinema itself.,57,"10,000+",Animation,PG,"drama, fantasy, anime",Japanese,Satoshi Kon,Taro Maki,"Satoshi Kon, Sadayuki Murai","Sep 12, 2003 wide",43664.0,$37.3K,1h 27m,Mad House Company Ltd.,Dolby Digital,Flat (1.85:1),,"Miyoko Sh̫ji, Mami Koyama, Fumiko Orikasa, Sh̫z̫ Iizuka, Masaya Onosaka, Shouko Tsuda, Hirotaka Suzuoki, Masatane Tsukayama, Satoshi Kon, Satoshi Kon, Sadayuki Murai, Taro Maki, Hisao Shirai, Nobutaka Ike, Masafumi Mima",http://www.rottentomatoes.com/m/millennium_actress_2001,1,1,2,1,87,0.0373
194,When Marnie Was There,2014,A tomboy (Hailee Steinfeld) explores a long-abandoned villa and meets a mysterious blonde girl only she can see.,91,88.0,"When Marnie Was There is still blessed with enough visual and narrative beauty to recommend, even if it isn't quite as magical as Studio Ghibli's greatest works.",99,"5,000+",Animation,PG,"anime, mystery and thriller, fantasy, drama, kids and family",Japanese,Hiromasa Yonebayashi,"Yoshiaki Nishimura, Koji Hoshino","Hiromasa Yonebayashi, Keiko Niwa, Masashi Ando","May 22, 2015 limited",43811.0,$314.3K,1h 43m,Studio Ghibli,,,,"Hailee Steinfeld, Kathy Bates, Mila Brener, Ellen Burstyn, Geena Davis, Grey Griffin, John C. Reilly, Raini Rodriguez, Kiernan Shipka, Vanessa Williams, Hiromasa Yonebayashi, Hiromasa Yonebayashi, Keiko Niwa, Masashi Ando, Yoshiaki Nishimura, Koji Hoshino, Takatsugu Muramatsu, Yohei Taneda",http://www.rottentomatoes.com/m/when_marnie_was_there,1,2,3,1,103,0.3143
195,Kung Fu Panda,2008,"Po the panda (Jack Black) works in his family's noodle shop and dreams of becoming a kung-fu master. His dream becomes a reality when, unexpectedly, he must fulfill an ancient prophecy and study the skills with his idols, the Furious Five. Po needs all the wisdom, strength and ability he can muster to protect his people from an evil snow leopard.",87,83.0,"Kung Fu Panda has a familiar message, but the pleasing mix of humor, swift martial arts action, and colorful animation makes for winning Summer entertainment.",189,"250,000+",Animation,PG,"kids and family, comedy, adventure, animation",English,"John Stevenson, Mark Osborne",Melissa Cobb,"Jonathan Aibel, Glenn Berger","Jun 6, 2008 wide",42333.0,$143.5M,1h 31m,DreamWorks Animation,,,Kung Fu Panda,"Jack Black, Angelina Jolie, Jackie Chan, David Cross, Lucy Liu, Seth Rogen, Dustin Hoffman, Ian McShane, Michael Clarke Duncan, Randall Duk Kim, John Stevenson, Mark Osborne, Jonathan Aibel, Glenn Berger, Melissa Cobb, Bill Damaschke",http://www.rottentomatoes.com/m/kung_fu_panda,2,1,2,1,91,143.5
196,Sleeping Beauty,1959,"Filled with jealousy, the evil witch Maleficent (Eleanor Audley) curses Princess Aurora (Mary Costa) to die on her 16th birthday. Thanks to Aurora's guardian fairies (Verna Felton, Barbara Jo Allen, Barbara Luddy), she only falls into a deep sleep that can be ended with a kiss from her betrothed, Prince Phillip (Bill Shirley). To prevent Phillip from rescuing Aurora, Maleficent kidnaps and imprisons him. The good fairies are the last hope to free Phillip so that he can awaken Aurora.",89,80.0,"This Disney dreamscape contains moments of grandeur, with its lush colors, magical air, one of the most menacing villains in the Disney canon.",44,"250,000+",Animation,G,"kids and family, animation, fantasy",English,Clyde Geronimi,Walt Disney,"Erdman Penner, Joe Rinaldi, Winston Hibler, Bill Peet, Ted Sears, Ralph Wright, Milt Banta",,43732.0,$11.6M,1h 15m,Walt Disney Pictures,Magnetic Stereo 6 Track,,,"Mary Costa, Bill Shirley, Eleanor Audley, Verna Felton, Barbara Luddy, Barbara Jo Allen, Taylor Holmes, Candy Candido, Clyde Geronimi, Charles Perrault, Erdman Penner, Joe Rinaldi, Winston Hibler, Ted Sears, Ralph Wright, Milt Banta, Walt Disney",http://www.rottentomatoes.com/m/1019187-sleeping_beauty,1,1,7,1,75,11.6
197,Wreck-It Ralph,2012,"Arcade-game character Wreck-It Ralph (John C. Reilly) is tired of always being the ""bad guy"" and losing to his ""good guy"" opponent, Fix-It Felix (Jack McBrayer). Finally, after decades of seeing all the glory go to Felix, Ralph decides to take matters into his own hands. He sets off on a game-hopping trip to prove that he has what it takes to be a hero. However, while on his quest, Ralph accidentally unleashes a deadly enemy that threatens the entire arcade.",87,86.0,"Equally entertaining for both kids and parents old enough to catch the references, Wreck-It Ralph is a clever, colorful adventure built on familiar themes and joyful nostalgia.",189,"100,000+",Animation,PG,"kids and family, comedy, adventure, animation",English,Rich Moore,Clark Spencer,"Phil Johnston, Jennifer Lee","Nov 2, 2012 wide",42331.0,$189.4M,1h 41m,Walt Disney Animation,"Datasat, Dolby Digital",,,"John C. Reilly, Sarah Silverman, Jack McBrayer, Jane Lynch, Alan Tudyk, Mindy Kaling, Joe Lo Truglio, Ed O'Neill, Dennis Haysbert, Adam Carolla, Rich Moore, Phil Johnston, Clark Spencer, John Lasseter, Henry Jackman, Mike Gabriel, Tim Mertens, Jamie Sparer Roberts",http://www.rottentomatoes.com/m/wreck_it_ralph,1,1,2,1,101,189.4
198,Kung Fu Panda 3,2016,"Living large and loving life, Po (Jack Black) realizes that he has a lot to learn if he's going to fulfill the next challenge from his beloved instructor (Dustin Hoffman). After reuniting with his long-lost father (Bryan Cranston), Po must transition from student to teacher and train a group of fun-loving, clumsy pandas to become martial-arts fighters. Together, the kung-fu brethren unite to take on the evil Kai (J.K. Simmons), a supernatural warrior who becomes stronger with each battle.",87,78.0,"Kung Fu Panda 3 boasts the requisite visual splendor, but like its rotund protagonist, this sequel's narrative is also surprisingly nimble, adding up to animated fun for the whole family.",179,"50,000+",Animation,PG,"comedy, adventure, animation, kids and family",English,"Jennifer Yuh Nelson, Alessandro Carloni",Melissa Cobb,"Jonathan Aibel, Glenn Berger","Jan 29, 2016 wide",42549.0,$143.5M,1h 35m,DreamWorks Animation,,,Kung Fu Panda,"Jack Black, Bryan Cranston, Dustin Hoffman, Angelina Jolie, J.K. Simmons, Jackie Chan, Seth Rogen, Lucy Liu, David Cross, Kate Hudson, Jennifer Yuh Nelson, Alessandro Carloni, Jonathan Aibel, Glenn Berger, Melissa Cobb, Mike Mitchell, Guillermo del Toro, Raymond Zibach",http://www.rottentomatoes.com/m/kung_fu_panda_3,2,1,2,1,95,143.5
199,The Illusionist,2010,"Magic tricks can't compete with rock 'n' roll in the 1950s, so a French illusionist (Jean-Claude Donda) finds himself touring Scotland's shabby pubs and run-down restaurants. But things brighten for him when he meets Alice (Eilidh Rankin), a girl who believes his powers are real. Together they travel to Edinburgh for a performance, but he doesn't have the heart to reveal that his feats are merely tricks, and risks financial ruin by giving her gifts supplied by his ""magic.""",90,79.0,"An engrossing love letter to fans of adult animation, The Illusionist offers a fine antidote to garish mainstream fare.",134,"10,000+",Animation,PG,"drama, animation",English,Sylvain Chomet,"Sally Chomet, Bob Last",Sylvain Chomet,"Dec 25, 2010 limited",41653.0,$2.2M,1h 30m,"Django Films, France 3 Cin̩ma, Cine B",,,,"Jean-Claude Donda, Eilidh Rankin, Duncan MacNeil, Raymond Mearns, James T. Muir, Tom Urie, Sylvain Chomet, Sylvain Chomet, Sally Chomet, Bob Last",http://www.rottentomatoes.com/m/the_illusionist-2009,1,2,1,3,90,2.2
200,Parasite,2019,Greed and class discrimination threaten the newly formed symbiotic relationship between the wealthy Park family and the destitute Kim clan.,98,90.0,"An urgent, brilliantly layered look at timely social themes, Parasite finds writer-director Bong Joon Ho in near-total command of his craft.",458,"5,000+ Verified",Art House & International,R,"comedy, drama, mystery and thriller",Korean,Bong Joon-ho,Gwak Sin-ae,Han Jinwon,"Nov 1, 2019 wide",43749.0,$53.4M,2h 12m,"CJ Entertainment, TMS Entertainment","Dolby Atmos, Dolby Digital",Scope (2.35:1),,"Song Kang-ho, Yeo-jeong Jo, Woo-sik Choi, Lee Seon-gyun, Lee Jeong-eun, Jang Hyejin, Bong Joon-ho, Han Jinwon, Gyeong-pyo Hong, Choi Seyeon",http://www.rottentomatoes.com/m/parasite_2019,1,1,1,2,132,53.4
206,Shoplifters,2018,"On the margins of Tokyo, a dysfunctional band of outsiders is united by fierce loyalty and a penchant for petty theft. When the young son is arrested, secrets are exposed that upend their tenuous, below-the-radar existence.",99,91.0,"Understated yet ultimately deeply affecting, Shoplifters adds another powerful chapter to director Hirokazu Koreeda's richly humanistic filmography.",226,"1,000+",Art House & International,R,"crime, drama, adventure",Japanese,Kore-Eda Hirokazu,"Kaoru Matsuzaki, Hijiri Taguchi",Kore-Eda Hirokazu,"Nov 23, 2018 limited",43508.0,$3.3M,2h 1m,AOI Pro,Dolby Digital,Flat (1.85:1),,"Lily Franky, Mayu Matsuoka, Kirin Kiki, Jyo Kairi, Miyu Sasaki, S̫suke Ikematsu, Kore-Eda Hirokazu, Kore-Eda Hirokazu, Kaoru Matsuzaki, Hijiri Taguchi, Kore-Eda Hirokazu, Haruomi Hosono",http://www.rottentomatoes.com/m/shoplifters,1,2,1,1,121,3.3
